112.586321935, 94.4528773978, 112.022518766, red
115.36038961, 97.4042207792, 120.135551948, red
106.971742543, 90.0172684458, 109.807692308, red
118.903945111, 100.216981132, 121.882504288, red
123.375630252, 102.394117647, 130.213445378, red
57.6783216783, 42.2727272727, 67.4195804196, red
129.99499583, 108.075062552, 143.911592994, red
116.162944582, 99.1918941274, 117.867659222, red
122.49788315, 103.622353937, 128.849280271, red
135.267681289, 111.524619517, 134.05908684, red
168.401354784, 142.449618967, 183.392040644, red
151.944284342, 124.742555235, 158.02209414, red
115.647595357, 97.5779436153, 113.106135987, red
114.507077435, 97.5836802664, 116.690258118, red
120.861295681, 102.603820598, 128.647009967, red
128.148721921, 107.374903176, 133.453137103, red
137.365280289, 115.25045208, 141.196202532, red
122.4375, 102.960387324, 125.080985915, red
123.521543986, 103.262118492, 125.860861759, red
139.183767228, 119.290964778, 153.547473201, red
152.308865586, 125.534795043, 154.162059104, red
165.472861086, 140.116835327, 182.608095676, red
113.918046358, 96.571192053, 111.424668874, red
111.498723404, 93.9285106383, 114.294468085, red
142.348801237, 122.600154679, 157.419180201, red
130.524163569, 107.00464684, 137.56133829, red
163.212523719, 137.261859583, 180.39658444, red
